Symbol	logFC_tum	adj_tum	logFC_norm	adj_norm	dir_tum	dir_norm	sig_tum	sig_norm	delta_logFC
DOP1A	1.85925	5.27828315399281e-06	-1.38339950738917	1.28074465757251e-95	UP	DOWN	True	True	3.24264950738917
DRAXIN	2.35959615384615	0.0007825697259448	-1.18873743842365	1.5776540858367198e-11	UP	DOWN	True	True	3.5483335922698
ECHDC2	2.16596153846154	2.47706929961477e-05	-1.78031428571429	1.06382891126209e-123	UP	DOWN	True	True	3.94627582417583
EDN1	1.44900769230769	0.0005880712185229	-1.81360492610837	9.04059632977787e-51	UP	DOWN	True	True	3.26261261841606
EFNB2	1.60023076923077	6.35328159127323e-05	-1.82946256157635	7.756234881478279e-56	UP	DOWN	True	True	3.42969333080712
EGR2	1.82346923076923	6.44079907406866e-05	-4.19618325123153	1.2101233874988e-89	UP	DOWN	True	True	6.01965248200076
ELAVL2	2.77672307692308	0.0008359583323377	-1.06118965517241	6.92287915337501e-05	UP	DOWN	True	True	3.83791273209549
ELAVL4	2.77350384615385	0.0009203144165618	-4.06624236453202	1.0506110619843398e-56	UP	DOWN	True	True	6.8397462106858695
ELMO1	1.09164230769231	0.0007826105616077	-4.4545669950739	1.26079882371856e-123	UP	DOWN	True	True	5.5462093027662105
EMB	2.16422307692308	8.79838536862632e-05	-4.49336009852217	4.535723764133e-132	UP	DOWN	True	True	6.65758317544525
EPHB3	2.53440384615385	3.03847773983383e-05	-4.13433940886699	3.6523448208451798e-174	UP	DOWN	True	True	6.668743255020839
EPN2	1.41737692307692	8.50148683215161e-07	-1.46878275862069	8.07685477670114e-143	UP	DOWN	True	True	2.88615968169761
ETS2	1.28501538461538	0.0003975631244799	-3.20538719211823	2.00078967281065e-148	UP	DOWN	True	True	4.49040257673361
F13A1	2.16650769230769	0.0001166114604203	-7.44438275862069	1.16669361787153e-190	UP	DOWN	True	True	9.61089045092838
F5	4.60867692307693	6.60452253339079e-06	-6.63671280788177	6.64968811227418e-101	UP	DOWN	True	True	11.2453897309587
FAM117B	1.58011923076923	1.98672239601124e-05	-2.04233054187192	8.631460246649191e-121	UP	DOWN	True	True	3.6224497726411498
FAM135A	1.64424230769231	3.38220408122685e-05	-2.40314975369458	3.55960708850171e-162	UP	DOWN	True	True	4.047392061386891
FAM135B	3.72718461538462	0.0005727165187675	-3.70265320197044	3.88311180875817e-59	UP	DOWN	True	True	7.42983781735506
FAM3B	2.85286153846154	0.0008632090042743	-6.6575566502463	2.82310157410143e-93	UP	DOWN	True	True	9.51041818870784
FBN3	3.42364230769231	0.0003582638563713	-5.45139753694581	5.09043687996643e-83	UP	DOWN	True	True	8.87503984463812
FBXW7	1.61855769230769	1.40547784494642e-06	-2.42540443349754	8.30537726563332e-137	UP	DOWN	True	True	4.04396212580523
FGF17	2.72256923076923	0.0007015167153578	-3.79702463054186	2.66514216820923e-65	UP	DOWN	True	True	6.51959386131109
FGFBP2	3.49101538461538	9.68335318877469e-05	-9.38638719211822	7.265450273614861e-132	UP	DOWN	True	True	12.8774025767336
FGL2	3.14706153846154	1.70389880588316e-05	-3.92072807881774	1.91599574946357e-119	UP	DOWN	True	True	7.06778961727928
FHDC1	2.85453846153846	1.40547784494642e-06	-4.80783349753695	3.0142275222453297e-174	UP	DOWN	True	True	7.66237195907541
FLRT3	4.76512307692308	1.35298364971248e-05	-2.48554532019704	1.99671475394792e-78	UP	DOWN	True	True	7.250668397120121
FOLH1	2.71701153846154	3.52050138668064e-05	-6.17485418719211	4.29969797650243e-85	UP	DOWN	True	True	8.89186572565365
FREM1	4.14577692307692	1.81983051192885e-05	-1.66447586206897	4.34606934860369e-36	UP	DOWN	True	True	5.81025278514589
FREM2	5.36329615384616	8.50148683215161e-07	-5.90053596059113	1.9110661807220599e-140	UP	DOWN	True	True	11.263832114437289
FSIP2	2.7794	0.0003685764969023	-1.57095714285714	2.49151512205454e-38	UP	DOWN	True	True	4.35035714285714
GABRB2	2.95108461538462	4.34003492948295e-05	-3.83690935960591	1.1146056349143e-73	UP	DOWN	True	True	6.787993974990529
GABRR1	3.44213846153846	0.0002429772503836	-4.25632463054187	4.26646397801776e-58	UP	DOWN	True	True	7.698463092080329
GAP43	4.53863076923077	4.89226581907858e-06	-2.07083103448275	6.502034414683841e-17	UP	DOWN	True	True	6.60946180371352
GAREM1	2.49865	6.87750045246649e-05	-2.56821330049261	9.18008139978333e-137	UP	DOWN	True	True	5.06686330049261
GARNL3	1.52553461538462	0.0002578577967757	-2.38844039408867	1.91862325991588e-113	UP	DOWN	True	True	3.91397500947329
